id	name	category1	category2	category3	category4
250	Aparat za ekstrakorporalnu litotripsiju udarnim talasima	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
251	Aparat za elektroencefalografiju i testiranje evociranih potencijala	04 - Elektro-mehanička medicinska sredstva	05 - Bolnička, aparaturna oprema		
252	Aparat za elektrofiziološku stimulaciju srca, dijagnostički	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
253	Aparat za elektroforezu	06 - "In vitro" dijagnostička medicinska sredstva			
254	Aparat za elektro-hipertermiju, onkologija	05 - Bolnička, aparaturna oprema			
255	Aparat za elektrokonvulzivnu terapiju	05 - Bolnička, aparaturna oprema			
256	Aparat za elektromiografiju i testiranje evociranih potencijala	05 - Bolnička, aparaturna oprema			
257	Aparat za elektromiografiju sa neurografijom i testiranje evociranih potencijala	04 - Elektro-mehanička medicinska sredstva			
258	Aparat za elektromiografiju, elektroencefalografiju i testiranje evociranih potencijala	04 - Elektro-mehanička medicinska sredstva			
259	Aparat za elektrostimulaciju, za pacijenta	04 - Elektro-mehanička medicinska sredstva			
260	Aparat za elektroterapiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
261	Aparat za elektroterapiju i miografiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
262	Aparat za elektroterapiju mišića karlice	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
263	Aparat za elektroterapiju, dermatologija	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
264	Aparat za endodonciju, lokator vrha kanala korena zuba	03 - Dentalna medicinska sredstva			
265	Aparat za endodonciju, za obradu kanala korena zuba	03 - Dentalna medicinska sredstva			
266	Aparat za endodonciju, za obradu kanala korena zuba, bežični	03 - Dentalna medicinska sredstva			
267	Aparat za endoskopski pregled, ORL	05 - Bolnička, aparaturna oprema			
268	Aparat za fizikalnu terapiju kontinuiranim pasivnim i aktivnim pokretima	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
269	Aparat za fizikalnu terapiju kontinuiranim pasivnim pokretima	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
270	Aparat za fizikalnu terapiju udarnim talasima	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
271	Aparat za fotohemoterapiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
272	Aparat za fototerapiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
273	Aparat za fototerapiju celog tela	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
274	Aparat za fototerapiju i radiofrekventni tretman, dermatološki	05 - Bolnička, aparaturna oprema			
275	Aparat za fototerapiju novorođenčadi	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
276	Aparat za fototerapiju sa laserom, dermatološki	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
277	Aparat za fototerapiju šake i stopala	05 - Bolnička, aparaturna oprema			
278	Aparat za fototerapiju, dermatološki 	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
279	Aparat za fototerapiju, radiofrekventni i laserski tretman, dermatološki	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
280	Aparat za funkcionalnu analizu lokomotornog sistema	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
281	Aparat za grejanje i hlađenje krvi tokom vantelesnog krvotoka	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
282	Aparat za grejanje i hlađenje pacijenta	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
283	Aparat za grejanje i odmrzavanje krvi	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
284	Aparat za grejanje i odmrzavanje krvi i infuzionih rastvora	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
285	Aparat za grejanje i upravljanje telesnom temperaturom pacijenta	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
286	Aparat za grejanje mikroploča	06 - "In vitro" dijagnostička medicinska sredstva			
287	Aparat za grejanje reakcionih epruveta	06 - "In vitro" dijagnostička medicinska sredstva			
288	Aparat za grejanje reakcionih epruveta i gel kartica	06 - "In vitro" dijagnostička medicinska sredstva			
289	Aparat za grejanje test-kartica	06 - "In vitro" dijagnostička medicinska sredstva			
290	Aparat za grejanje uzoraka krvi	06 - "In vitro" dijagnostička medicinska sredstva			
291	Aparat za hemadsorpciju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
292	Aparat za hemodijalizu	05 - Bolnička, aparaturna oprema			
293	Aparat za hidrokolon terapiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
294	Aparat za hidromasažnu terapiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
295	Aparat za hipertermičku perfuziju	05 - Bolnička, aparaturna oprema			
296	Aparat za hirurgiju prednjeg i zadnjeg segmenta oka	08 - Oftalmološka i optička medicinska sredstva			
297	Aparat za hirurgiju prednjeg segmenta oka	08 - Oftalmološka i optička medicinska sredstva			
298	Aparat za histologiju, kriotom	06 - "In vitro" dijagnostička medicinska sredstva			
299	Aparat za histologiju, mikrotom	06 - "In vitro" dijagnostička medicinska sredstva			
300	Aparat za histologiju, vodeno kupatilo	06 - "In vitro" dijagnostička medicinska sredstva			
301	Aparat za histologiju, za bojenje preparata	06 - "In vitro" dijagnostička medicinska sredstva			
302	Aparat za histologiju, za kalupljenje preparata	06 - "In vitro" dijagnostička medicinska sredstva			
303	Aparat za histologiju, za obradu tkiva	06 - "In vitro" dijagnostička medicinska sredstva			
304	Aparat za histologiju, za postavljanje pokrovnog stakla 	06 - "In vitro" dijagnostička medicinska sredstva			
305	Aparat za hlađenje i upravljanje telesnom temperaturom pacijenta	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
306	Aparat za imunofiksaciju	06 - "In vitro" dijagnostička medicinska sredstva			
307	Aparat za indukovanje i prikupljanje znoja	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
308	Aparat za infektivnu imunologiju, za bojenje preparata	06 - "In vitro" dijagnostička medicinska sredstva			
309	Aparat za inhalacionu terapiju azot-monoksidom	02 - Anestezijska i respiratorna medicinska sredstva			
310	Aparat za inhalacionu terapiju oksidima azota	02 - Anestezijska i respiratorna medicinska sredstva			
311	Aparat za invazivnu i neinvazivnu kontinuiranu mehaničku ventilaciju	02 - Anestezijska i respiratorna medicinska sredstva			
312	Aparat za ispiranje mikroploča	06 - "In vitro" dijagnostička medicinska sredstva			
313	Aparat za ispitivanje funkcije pluća	05 - Bolnička, aparaturna oprema			
314	Aparat za ispitivanje funkcije pluća, za test provokacije	05 - Bolnička, aparaturna oprema			
315	Aparat za ispitivanje funkcije retine	08 - Oftalmološka i optička medicinska sredstva			
316	Aparat za ispitivanje kardiorespiratornih funkcija	05 - Bolnička, aparaturna oprema			
317	Aparat za ispitivanje sluha i vestibularnog aparata	05 - Bolnička, aparaturna oprema			
318	Aparat za ispitivanje sluha kod novorođenčadi	05 - Bolnička, aparaturna oprema			
319	Aparat za ispitivanje vestibularnog aparata	05 - Bolnička, aparaturna oprema			
320	Aparat za izdvajanje komponenti krvi	05 - Bolnička, aparaturna oprema			
321	Aparat za izdvajanje krvne plazme	05 - Bolnička, aparaturna oprema			
322	Aparat za kalorijski test vestibularnih organa, vazdušni	05 - Bolnička, aparaturna oprema			
323	Aparat za kalorijski test vestibularnih organa, vodeni	05 - Bolnička, aparaturna oprema			
324	Aparat za kompjuterizovanu i pozitron-emisionu tomografiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
325	Aparat za kompjuterizovanu tomografiju i gama kamera, hibridni sistem	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
326	Aparat za kompjuterizovanu tomografiju u stomatologiji	03 - Dentalna medicinska sredstva	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji		
327	Aparat za kompjuterizovanu tomografiju, skener	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
328	Aparat za kompjuterizovanu tomografiju, skener za ekstremitete	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
329	Aparat za kompresiju grudnog koša pri reanimaciji	05 - Bolnička, aparaturna oprema			
330	Aparat za krioterapiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
331	Aparat za litotripsiju laserom	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
332	Aparat za litotripsiju udarnim talasima	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
333	Aparat za litotripsiju udarnim talasima i ultrazvukom	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
334	Aparat za litotripsiju udarnim talasima i ultrazvukom, sistem	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
335	Aparat za litotripsiju ultrazvukom	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
336	Aparat za magnetnu neurostimulaciju	04 - Elektro-mehanička medicinska sredstva			
337	Aparat za magnetnu rezonancu	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
338	Aparat za magnetnu terapiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
339	Aparat za merenje krvnog pritiska i izračunavanje ABI, digitalni, za skočni zglob i nadlakticu	04 - Elektro-mehanička medicinska sredstva			
340	Aparat za merenje krvnog pritiska i određivanje glukoze u krvi, digitalni, za ručni zglob	04 - Elektro-mehanička medicinska sredstva			
341	Aparat za merenje krvnog pritiska i procenta masnog tkiva u telu, digitalni, za ručni zglob	04 - Elektro-mehanička medicinska sredstva			
342	Aparat za merenje krvnog pritiska, digitalni, stoni	04 - Elektro-mehanička medicinska sredstva			
343	Aparat za merenje krvnog pritiska, digitalni, za nadlakticu	04 - Elektro-mehanička medicinska sredstva			
344	Aparat za merenje krvnog pritiska, digitalni, za nadlakticu, poluautomatski	04 - Elektro-mehanička medicinska sredstva			
345	Aparat za merenje krvnog pritiska, digitalni, za nadlakticu, za istovremeno merenje na obe ruke	04 - Elektro-mehanička medicinska sredstva			
346	Aparat za merenje krvnog pritiska, digitalni, za ručni zglob	04 - Elektro-mehanička medicinska sredstva			
347	Aparat za merenje pritiska u balonu tubusa	02 - Anestezijska i respiratorna medicinska sredstva			
348	Aparat za merenje zasićenosti krvi kiseonikom i hematokrita	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
349	Aparat za mešanje kapsuliranog dentalnog materijala	03 - Dentalna medicinska sredstva			
350	Aparat za mešanje koncentrata trombocita, tokom čuvanja	05 - Bolnička, aparaturna oprema			
351	Aparat za mešanje otisnog materijala	03 - Dentalna medicinska sredstva			
352	Aparat za neinvazivnu labioplastiku radiofrekventnim talasima	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
353	Aparat za neinvazivnu mehaničku ventilaciju	02 - Anestezijska i respiratorna medicinska sredstva			
354	Aparat za neinvazivnu ventilaciju sa monitorom za praćenje respiratornih parametara pacijenta	02 - Anestezijska i respiratorna medicinska sredstva			
355	Aparat za neurostimulaciju kičmene moždine	01 - Aktivna implantabilna medicinska sredstva	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva	
356	Aparat za neurostimulaciju u terapiji bola, za pacijenta	04 - Elektro-mehanička medicinska sredstva			
357	Aparat za neurostimulaciju u terapiji depresije i epilepsije	01 - Aktivna implantabilna medicinska sredstva			
358	Aparat za neurostimulaciju u terapiji epilepsije	01 - Aktivna implantabilna medicinska sredstva			
359	Aparat za neurostimulaciju u terapiji glavobolje i migrene, za pacijenta	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
360	Aparat za neurostimulaciju, za duboku stimulaciju mozga	01 - Aktivna implantabilna medicinska sredstva			
361	Aparat za neurostimulaciju, za regionalnu perifernu anesteziju	02 - Anestezijska i respiratorna medicinska sredstva	05 - Bolnička, aparaturna oprema		
362	Aparat za obradu masnog tkiva	05 - Bolnička, aparaturna oprema			
363	Aparat za odlaganje instrumenata, ORL	05 - Bolnička, aparaturna oprema			
364	Aparat za određivanje boje zuba	03 - Dentalna medicinska sredstva			
365	Aparat za određivanje glikoliziranog hemoglobina u krvi i albumina i kreatinina u urinu, set	06 - "In vitro" dijagnostička medicinska sredstva			
366	Aparat za određivanje glikoliziranog hemoglobina u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
367	Aparat za određivanje glikoliziranog hemoglobina, holesterola i triglicerida u krvi	06 - "In vitro" dijagnostička medicinska sredstva			
368	Aparat za određivanje glukoze i holesterola u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
369	Aparat za određivanje glukoze i ketona u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
370	Aparat za određivanje glukoze i laktata u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
371	Aparat za određivanje glukoze u krvi	06 - "In vitro" dijagnostička medicinska sredstva			
372	Aparat za određivanje glukoze u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
373	Aparat za određivanje glukoze, holesterola i triglicerida u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
374	Aparat za određivanje glukoze, holesterola, triglicerida i laktata u krvi	06 - "In vitro" dijagnostička medicinska sredstva			
375	Aparat za određivanje glukoze, holesterola, triglicerida i laktata u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
376	Aparat za određivanje glukoze, mokraćne kiseline i ukupnog holesterola u krvi, set	06 - "In vitro" dijagnostička medicinska sredstva			
377	Aparat za određivanje hloridnih jona u biološkom uzorku	06 - "In vitro" dijagnostička medicinska sredstva			
378	Aparat za određivanje izdahnutog azot-monoksida	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
379	Aparat za određivanje procenta masnog tkiva u telu	04 - Elektro-mehanička medicinska sredstva			
380	Aparat za određivanje procenta masnog tkiva u telu, sa vagom	04 - Elektro-mehanička medicinska sredstva			
381	Aparat za određivanje srčanih markera u krvi	06 - "In vitro" dijagnostička medicinska sredstva			
382	Aparat za određivanje telesnog sastava, sa vagom	04 - Elektro-mehanička medicinska sredstva			
383	Aparat za održavanje stalne prohodnosti disajnih puteva	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
1337	Fiksator po Hofmanu	09 - Instrumenti za višekratnu upotrebu			
384	Aparat za olakšavanje iskašljavanja	02 - Anestezijska i respiratorna medicinska sredstva			
385	Aparat za otkrivanje karijesa laserom	03 - Dentalna medicinska sredstva			
386	Aparat za otkrivanje karijesa ljubičastom svetlošću	03 - Dentalna medicinska sredstva			
387	Aparat za otoakustičku emisiju	05 - Bolnička, aparaturna oprema			
388	Aparat za peritonealnu dijalizu	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
389	Aparat za pneumatsku litotripsiju	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
390	Aparat za pneumtsku i litotripsiju ultrazvukom	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
391	Aparat za pozitron-emisionu tomografiju	12 - Dijagnostička i terapeutska medicinska sredstva u radiologiji			
392	Aparat za praćenje disanja bebe	05 - Bolnička, aparaturna oprema	04 - Elektro-mehanička medicinska sredstva		
